Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Exon region start (bp)	Exon region end (bp)	CDS start	CDS end	Exon stable ID	Exon rank in transcript	Transcript start (bp)	Transcript end (bp)	5' UTR start	5' UTR end	3' UTR start	3' UTR end	Transcription start site (TSS)	Gene start (bp)	Gene end (bp)	cDNA coding start	cDNA coding end	Genomic coding start	Genomic coding end
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	10991150	10991323	1246	1419	ENSE00003607688	8	10961043	11062271					10961043	10960824	11079426	1406	1579	10991150	10991323
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	10994828	10995001	1420	1593	ENSE00003546739	9	10961043	11062271					10961043	10960824	11079426	1580	1753	10994828	10995001
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	10996213	10996380	1594	1761	ENSE00003527768	10	10961043	11062271					10961043	10960824	11079426	1754	1921	10996213	10996380
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	10996494	10996544	1762	1812	ENSE00003667937	11	10961043	11062271					10961043	10960824	11079426	1922	1972	10996494	10996544
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11003029	11003159	1813	1943	ENSE00003667107	12	10961043	11062271					10961043	10960824	11079426	1973	2103	11003029	11003159
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11003340	11003397	1944	2001	ENSE00003539754	13	10961043	11062271					10961043	10960824	11079426	2104	2161	11003340	11003397
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11007902	11008023	2002	2123	ENSE00003581372	14	10961043	11062271					10961043	10960824	11079426	2162	2283	11007902	11008023
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11010381	11010531	2124	2274	ENSE00003530860	15	10961043	11062271					10961043	10960824	11079426	2284	2434	11010381	11010531
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11012949	11013112	2275	2438	ENSE00003654082	16	10961043	11062271					10961043	10960824	11079426	2435	2598	11012949	11013112
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11018957	11019023	2439	2505	ENSE00003474879	17	10961043	11062271					10961043	10960824	11079426	2599	2665	11018957	11019023
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11019591	11019701	2506	2616	ENSE00003477043	18	10961043	11062271					10961043	10960824	11079426	2666	2776	11019591	11019701
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11021725	11021967	2617	2859	ENSE00003540089	19	10961043	11062271					10961043	10960824	11079426	2777	3019	11021725	11021967
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11023518	11023631	2860	2973	ENSE00003484961	20	10961043	11062271					10961043	10960824	11079426	3020	3133	11023518	11023631
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11024331	11024438	2974	3081	ENSE00003553172	21	10961043	11062271					10961043	10960824	11079426	3134	3241	11024331	11024438
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11025422	11025508	3082	3168	ENSE00003692983	22	10961043	11062271					10961043	10960824	11079426	3242	3328	11025422	11025508
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11026300	11026346	3169	3215	ENSE00003604518	23	10961043	11062271					10961043	10960824	11079426	3329	3375	11026300	11026346
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11027784	11027950	3216	3382	ENSE00003459233	24	10961043	11062271					10961043	10960824	11079426	3376	3542	11027784	11027950
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11030730	11030893	3383	3546	ENSE00003676000	25	10961043	11062271					10961043	10960824	11079426	3543	3706	11030730	11030893
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11033290	11033517	3547	3774	ENSE00003655405	26	10961043	11062271					10961043	10960824	11079426	3707	3934	11033290	11033517
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11034123	11034200	3775	3852	ENSE00003703701	27	10961043	11062271					10961043	10960824	11079426	3935	4012	11034123	11034200
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11034914	11035132	3853	4071	ENSE00003708931	28	10961043	11062271					10961043	10960824	11079426	4013	4231	11034914	11035132
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11058788	11058889	4432	4533	ENSE00003687872	31	10961043	11062271					10961043	10960824	11079426	4592	4693	11058788	11058889
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11059753	11059885	4534	4666	ENSE00003582123	32	10961043	11062271					10961043	10960824	11079426	4694	4826	11059753	11059885
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11060045	11060187	4667	4809	ENSE00003694052	33	10961043	11062271					10961043	10960824	11079426	4827	4969	11060045	11060187
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11041307	11041560	4072	4325	ENSE00003547338	29	10961043	11062271					10961043	10960824	11079426	4232	4485	11041307	11041560
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	10961043	10961174			ENSE00003826784	1	10961043	11062271	10961043	10961174			10961043	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11058258	11058363	4326	4431	ENSE00001653058	30	10961043	11062271					10961043	10960824	11079426	4486	4591	11058258	11058363
ENSG00000127616	ENSG00000127616.23	ENST00000645460	ENST00000645460.1	11061784	11062271	4810	4842	ENSE00003821923	34	10961043	11062271			11061817	11062271	10961043	10960824	11079426	4970	5002	11061784	11061816
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10984124	10984373	1	222	ENSE00002858683	2	10961057	11062066	10984124	10984151			10961057	10960824	11079426	147	368	10984152	10984373
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10985273	10985405	223	355	ENSE00003618181	3	10961057	11062066					10961057	10960824	11079426	369	501	10985273	10985405
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10986189	10986593	356	760	ENSE00003525604	4	10961057	11062066					10961057	10960824	11079426	502	906	10986189	10986593
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10986905	10987003	761	859	ENSE00003604554	5	10961057	11062066					10961057	10960824	11079426	907	1005	10986905	10987003
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10987666	10987924	860	1118	ENSE00003531833	6	10961057	11062066					10961057	10960824	11079426	1006	1264	10987666	10987924
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10989317	10989443	1119	1245	ENSE00003670957	7	10961057	11062066					10961057	10960824	11079426	1265	1391	10989317	10989443
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10991150	10991323	1246	1419	ENSE00003607688	8	10961057	11062066					10961057	10960824	11079426	1392	1565	10991150	10991323
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10994828	10995001	1420	1593	ENSE00003546739	9	10961057	11062066					10961057	10960824	11079426	1566	1739	10994828	10995001
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10996213	10996380	1594	1761	ENSE00003527768	10	10961057	11062066					10961057	10960824	11079426	1740	1907	10996213	10996380
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10996494	10996544	1762	1812	ENSE00003667937	11	10961057	11062066					10961057	10960824	11079426	1908	1958	10996494	10996544
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11003029	11003159	1813	1943	ENSE00003667107	12	10961057	11062066					10961057	10960824	11079426	1959	2089	11003029	11003159
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11003340	11003397	1944	2001	ENSE00003539754	13	10961057	11062066					10961057	10960824	11079426	2090	2147	11003340	11003397
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11007902	11008023	2002	2123	ENSE00003581372	14	10961057	11062066					10961057	10960824	11079426	2148	2269	11007902	11008023
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11010381	11010531	2124	2274	ENSE00003530860	15	10961057	11062066					10961057	10960824	11079426	2270	2420	11010381	11010531
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11012949	11013112	2275	2438	ENSE00003654082	16	10961057	11062066					10961057	10960824	11079426	2421	2584	11012949	11013112
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11018957	11019023	2439	2505	ENSE00003474879	17	10961057	11062066					10961057	10960824	11079426	2585	2651	11018957	11019023
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11019591	11019701	2506	2616	ENSE00003477043	18	10961057	11062066					10961057	10960824	11079426	2652	2762	11019591	11019701
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11021725	11021967	2617	2859	ENSE00003540089	19	10961057	11062066					10961057	10960824	11079426	2763	3005	11021725	11021967
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11023518	11023631	2860	2973	ENSE00003484961	20	10961057	11062066					10961057	10960824	11079426	3006	3119	11023518	11023631
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11024331	11024438	2974	3081	ENSE00003553172	21	10961057	11062066					10961057	10960824	11079426	3120	3227	11024331	11024438
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11025422	11025508	3082	3168	ENSE00003692983	22	10961057	11062066					10961057	10960824	11079426	3228	3314	11025422	11025508
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11026300	11026346	3169	3215	ENSE00003604518	23	10961057	11062066					10961057	10960824	11079426	3315	3361	11026300	11026346
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11027784	11027950	3216	3382	ENSE00003459233	24	10961057	11062066					10961057	10960824	11079426	3362	3528	11027784	11027950
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11030730	11030893	3383	3546	ENSE00003676000	25	10961057	11062066					10961057	10960824	11079426	3529	3692	11030730	11030893
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11033290	11033517	3547	3774	ENSE00003655405	26	10961057	11062066					10961057	10960824	11079426	3693	3920	11033290	11033517
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11034123	11034200	3874	3951	ENSE00003703701	28	10961057	11062066					10961057	10960824	11079426	4020	4097	11034123	11034200
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11034914	11035132	3952	4170	ENSE00003708931	29	10961057	11062066					10961057	10960824	11079426	4098	4316	11034914	11035132
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11058255	11058363	4425	4533	ENSE00003468652	31	10961057	11062066					10961057	10960824	11079426	4571	4679	11058255	11058363
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11041307	11041560	4171	4424	ENSE00003547338	30	10961057	11062066					10961057	10960824	11079426	4317	4570	11041307	11041560
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11033767	11033865	3775	3873	ENSE00004014467	27	10961057	11062066					10961057	10960824	11079426	3921	4019	11033767	11033865
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	10961057	10961174			ENSE00003991445	1	10961057	11062066	10961057	10961174			10961057	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11058686	11058889	4534	4605	ENSE00003991447	32	10961057	11062066			11058758	11058889	10961057	10960824	11079426	4680	4751	11058686	11058757
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11059753	11059885			ENSE00003991448	33	10961057	11062066			11059753	11059885	10961057	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11060045	11060187			ENSE00003991450	34	10961057	11062066			11060045	11060187	10961057	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000704344	ENST00000704344.1	11061784	11062066			ENSE00003991446	35	10961057	11062066			11061784	11062066	10961057	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10984124	10984373	1	222	ENSE00002858683	3	10961081	11061816	10984124	10984151			10961081	10960824	11079426	286	507	10984152	10984373
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10985273	10985405	223	355	ENSE00003618181	4	10961081	11061816					10961081	10960824	11079426	508	640	10985273	10985405
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10986189	10986593	356	760	ENSE00003525604	5	10961081	11061816					10961081	10960824	11079426	641	1045	10986189	10986593
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10986905	10987003	761	859	ENSE00003604554	6	10961081	11061816					10961081	10960824	11079426	1046	1144	10986905	10987003
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10987666	10987924	860	1118	ENSE00003531833	7	10961081	11061816					10961081	10960824	11079426	1145	1403	10987666	10987924
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10989317	10989443	1119	1245	ENSE00003670957	8	10961081	11061816					10961081	10960824	11079426	1404	1530	10989317	10989443
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10991150	10991323	1246	1419	ENSE00003607688	9	10961081	11061816					10961081	10960824	11079426	1531	1704	10991150	10991323
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10994828	10995001	1420	1593	ENSE00003546739	10	10961081	11061816					10961081	10960824	11079426	1705	1878	10994828	10995001
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10996213	10996380	1594	1761	ENSE00003527768	11	10961081	11061816					10961081	10960824	11079426	1879	2046	10996213	10996380
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10996494	10996544	1762	1812	ENSE00003667937	12	10961081	11061816					10961081	10960824	11079426	2047	2097	10996494	10996544
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11003029	11003159	1813	1943	ENSE00003667107	13	10961081	11061816					10961081	10960824	11079426	2098	2228	11003029	11003159
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11003340	11003397	1944	2001	ENSE00003539754	14	10961081	11061816					10961081	10960824	11079426	2229	2286	11003340	11003397
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11007902	11008023	2002	2123	ENSE00003581372	15	10961081	11061816					10961081	10960824	11079426	2287	2408	11007902	11008023
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11010381	11010531	2124	2274	ENSE00003530860	16	10961081	11061816					10961081	10960824	11079426	2409	2559	11010381	11010531
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11012949	11013112	2275	2438	ENSE00003654082	17	10961081	11061816					10961081	10960824	11079426	2560	2723	11012949	11013112
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11018957	11019023	2439	2505	ENSE00003474879	18	10961081	11061816					10961081	10960824	11079426	2724	2790	11018957	11019023
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11019591	11019701	2506	2616	ENSE00003477043	19	10961081	11061816					10961081	10960824	11079426	2791	2901	11019591	11019701
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11021725	11021967	2617	2859	ENSE00003540089	20	10961081	11061816					10961081	10960824	11079426	2902	3144	11021725	11021967
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11023518	11023631	2860	2973	ENSE00003484961	21	10961081	11061816					10961081	10960824	11079426	3145	3258	11023518	11023631
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11024331	11024438	2974	3081	ENSE00003553172	22	10961081	11061816					10961081	10960824	11079426	3259	3366	11024331	11024438
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11025422	11025508	3082	3168	ENSE00003692983	23	10961081	11061816					10961081	10960824	11079426	3367	3453	11025422	11025508
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11026300	11026346	3169	3215	ENSE00003604518	24	10961081	11061816					10961081	10960824	11079426	3454	3500	11026300	11026346
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11027784	11027950	3216	3382	ENSE00003459233	25	10961081	11061816					10961081	10960824	11079426	3501	3667	11027784	11027950
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11030730	11030893	3383	3546	ENSE00003676000	26	10961081	11061816					10961081	10960824	11079426	3668	3831	11030730	11030893
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11033290	11033517	3547	3774	ENSE00003655405	27	10961081	11061816					10961081	10960824	11079426	3832	4059	11033290	11033517
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11034123	11034200	3775	3852	ENSE00003703701	28	10961081	11061816					10961081	10960824	11079426	4060	4137	11034123	11034200
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11034914	11035132	3853	4071	ENSE00003708931	29	10961081	11061816					10961081	10960824	11079426	4138	4356	11034914	11035132
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11041298	11041560	4072	4334	ENSE00003707185	30	10961081	11061816					10961081	10960824	11079426	4357	4619	11041298	11041560
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11058255	11058363	4335	4443	ENSE00003468652	31	10961081	11061816					10961081	10960824	11079426	4620	4728	11058255	11058363
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11058788	11058889	4444	4545	ENSE00003687872	32	10961081	11061816					10961081	10960824	11079426	4729	4830	11058788	11058889
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11059753	11059885	4546	4678	ENSE00003582123	33	10961081	11061816					10961081	10960824	11079426	4831	4963	11059753	11059885
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11060045	11060187	4679	4821	ENSE00003694052	34	10961081	11061816					10961081	10960824	11079426	4964	5106	11060045	11060187
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10961081	10961174			ENSE00002960219	1	10961081	11061816	10961081	10961174			10961081	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	10977653	10977815			ENSE00002772903	2	10961081	11061816	10977653	10977815			10961081	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000541122	ENST00000541122.6	11061784	11061816	4822	4854	ENSE00002276161	35	10961081	11061816					10961081	10960824	11079426	5107	5139	11061784	11061816
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10984124	10984373	1	222	ENSE00002858683	3	10961105	11061816	10984124	10984151			10961105	10960824	11079426	331	552	10984152	10984373
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10985273	10985405	223	355	ENSE00003618181	4	10961105	11061816					10961105	10960824	11079426	553	685	10985273	10985405
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10986189	10986593	356	760	ENSE00003525604	5	10961105	11061816					10961105	10960824	11079426	686	1090	10986189	10986593
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10986905	10987003	761	859	ENSE00003604554	6	10961105	11061816					10961105	10960824	11079426	1091	1189	10986905	10987003
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10987666	10987924	860	1118	ENSE00003531833	7	10961105	11061816					10961105	10960824	11079426	1190	1448	10987666	10987924
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10989317	10989443	1119	1245	ENSE00003670957	8	10961105	11061816					10961105	10960824	11079426	1449	1575	10989317	10989443
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10991150	10991323	1246	1419	ENSE00003607688	9	10961105	11061816					10961105	10960824	11079426	1576	1749	10991150	10991323
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10994828	10995001	1420	1593	ENSE00003546739	10	10961105	11061816					10961105	10960824	11079426	1750	1923	10994828	10995001
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10996213	10996380	1594	1761	ENSE00003527768	11	10961105	11061816					10961105	10960824	11079426	1924	2091	10996213	10996380
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10996494	10996544	1762	1812	ENSE00003667937	12	10961105	11061816					10961105	10960824	11079426	2092	2142	10996494	10996544
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11003029	11003159	1813	1943	ENSE00003667107	13	10961105	11061816					10961105	10960824	11079426	2143	2273	11003029	11003159
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11003340	11003397	1944	2001	ENSE00003539754	14	10961105	11061816					10961105	10960824	11079426	2274	2331	11003340	11003397
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11007902	11008023	2002	2123	ENSE00003581372	15	10961105	11061816					10961105	10960824	11079426	2332	2453	11007902	11008023
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11010381	11010531	2124	2274	ENSE00003530860	16	10961105	11061816					10961105	10960824	11079426	2454	2604	11010381	11010531
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11012949	11013112	2275	2438	ENSE00003654082	17	10961105	11061816					10961105	10960824	11079426	2605	2768	11012949	11013112
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11018957	11019023	2439	2505	ENSE00003474879	18	10961105	11061816					10961105	10960824	11079426	2769	2835	11018957	11019023
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11019591	11019701	2506	2616	ENSE00003477043	19	10961105	11061816					10961105	10960824	11079426	2836	2946	11019591	11019701
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11021725	11021967	2617	2859	ENSE00003540089	20	10961105	11061816					10961105	10960824	11079426	2947	3189	11021725	11021967
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11023518	11023631	2860	2973	ENSE00003484961	21	10961105	11061816					10961105	10960824	11079426	3190	3303	11023518	11023631
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11024331	11024438	2974	3081	ENSE00003553172	22	10961105	11061816					10961105	10960824	11079426	3304	3411	11024331	11024438
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11025422	11025508	3082	3168	ENSE00003692983	23	10961105	11061816					10961105	10960824	11079426	3412	3498	11025422	11025508
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11026300	11026346	3169	3215	ENSE00003604518	24	10961105	11061816					10961105	10960824	11079426	3499	3545	11026300	11026346
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11027784	11027950	3216	3382	ENSE00003459233	25	10961105	11061816					10961105	10960824	11079426	3546	3712	11027784	11027950
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11030730	11030893	3383	3546	ENSE00003676000	26	10961105	11061816					10961105	10960824	11079426	3713	3876	11030730	11030893
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11033290	11033517	3547	3774	ENSE00003655405	27	10961105	11061816					10961105	10960824	11079426	3877	4104	11033290	11033517
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11034123	11034200	3775	3852	ENSE00003703701	28	10961105	11061816					10961105	10960824	11079426	4105	4182	11034123	11034200
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11034914	11035132	3853	4071	ENSE00003708931	29	10961105	11061816					10961105	10960824	11079426	4183	4401	11034914	11035132
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11041298	11041560	4072	4334	ENSE00003707185	30	10961105	11061816					10961105	10960824	11079426	4402	4664	11041298	11041560
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11058788	11058889	4441	4542	ENSE00003687872	32	10961105	11061816					10961105	10960824	11079426	4771	4872	11058788	11058889
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11059753	11059885	4543	4675	ENSE00003582123	33	10961105	11061816					10961105	10960824	11079426	4873	5005	11059753	11059885
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11060045	11060187	4676	4818	ENSE00003694052	34	10961105	11061816					10961105	10960824	11079426	5006	5148	11060045	11060187
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11058258	11058363	4335	4440	ENSE00001653058	31	10961105	11061816					10961105	10960824	11079426	4665	4770	11058258	11058363
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	11061784	11061816	4819	4851	ENSE00002276161	35	10961105	11061816					10961105	10960824	11079426	5149	5181	11061784	11061816
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10961105	10961174			ENSE00002905267	1	10961105	11061816	10961105	10961174			10961105	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000589677	ENST00000589677.5	10983480	10983711			ENSE00002891499	2	10961105	11061816	10983480	10983711			10961105	10960824	11079426				
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10984124	10984373	1	222	ENSE00002858683	3	10961110	11062271	10984124	10984151			10961110	10960824	11079426	97	318	10984152	10984373
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10985273	10985405	223	355	ENSE00003618181	4	10961110	11062271					10961110	10960824	11079426	319	451	10985273	10985405
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10986189	10986593	356	760	ENSE00003525604	5	10961110	11062271					10961110	10960824	11079426	452	856	10986189	10986593
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10986905	10987003	761	859	ENSE00003604554	6	10961110	11062271					10961110	10960824	11079426	857	955	10986905	10987003
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10987666	10987924	860	1118	ENSE00003531833	7	10961110	11062271					10961110	10960824	11079426	956	1214	10987666	10987924
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10989317	10989443	1119	1245	ENSE00003670957	8	10961110	11062271					10961110	10960824	11079426	1215	1341	10989317	10989443
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10991150	10991323	1246	1419	ENSE00003607688	9	10961110	11062271					10961110	10960824	11079426	1342	1515	10991150	10991323
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10994828	10995001	1420	1593	ENSE00003546739	10	10961110	11062271					10961110	10960824	11079426	1516	1689	10994828	10995001
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10996213	10996380	1594	1761	ENSE00003527768	11	10961110	11062271					10961110	10960824	11079426	1690	1857	10996213	10996380
ENSG00000127616	ENSG00000127616.23	ENST00000444061	ENST00000444061.8	10996494	10996544	1762	1812	ENSE00003667937	12	10961110	11062271					10961110	10960824	11079426	1858	1908	10996494	10996544
